Industry,Type,Name,Link,Description
Economics,Computational,Econometric Theory,https://github.com/jstac/econometrics/tree/master/notebooks,Notebooks of A Primer on Econometric theory.
Education & Research,Student,Student Performance,https://github.com/sharmaroshan/Education-Process-Mining,Mining student performance using machine learning.
Education & Research,Student,Student Performance 2,https://github.com/janzaib-masood/Educational-Data-Mining,Student exam performance.
Education & Research,Student,Student Performance 3,https://github.com/RohithYogi/Student-Performance-Prediction,Student achievement in secondary education.
Education & Research,Student,Student Performance 4,https://github.com/sharmaroshan/Students-Performance-Analytics,Students Performance Evaluation using Feature Engineering
Education & Research,Student,Student Intervention,https://github.com/eloyekunle/student_intervention/blob/master/student_intervention.ipynb,Building a student intervention system.
Education & Research,Student,Student Enrolment,https://github.com/arrahman17/Learning-Analytics-Project-,Student enrolment and performance analysis.
Education & Research,Student,Academic Performance,https://github.com/janzaib-masood/Educational-Data-Mining,Explore the demographic and family features that have an impact a student's academic performance.
Education & Research,Student,Grade Analysis,https://github.com/kaumaron/Data_Science/tree/master/Grade_Analysis,Student achievement analysis.
Education & Research,School,School Choice,https://github.com/nprapps/school-choice,Data analysis for education's school choice.
Education & Research,School,School Budgets and Priorities,https://github.com/tullyvelte/SchoolPerformanceDataAnalysis,Helping the school board and mayor make strategic decisions regarding future school budgets and priorities
Education & Research,School,School Performance,https://github.com/bradleyrobinson/School-Performance,Data analysis practice using data from data.utah.gov on school performance.
Education & Research,School,School Performance 2,https://github.com/vtyeh/pandas-challenge,Using pandas to analyze school and student performance within a district
Education & Research,School,School Performance 3,https://github.com/benattix/philly-schools,Philadelphia School Performance
Education & Research,School,School Performance 4,https://github.com/adrianakopf/NJPublicSchools,NJ School Performance
Education & Research,School,School Closure,https://github.com/whugue/school-closure,Identify schools at risk for closure by performance and other characteristics.
Education & Research,School,School Budgets,https://github.com/datacamp/course-resources-ml-with-experts-budgets/blob/master/notebooks/1.0-full-model.ipynb,Tools and techniques for school budgeting.
Education & Research,School,School Budgets,https://github.com/nymarya/school-budgets-for-education/tree/master/notebooks,"Same as a above, datacamp."
Education & Research,School,PyCity,https://github.com/JonathanREB/Budget_SchoolsAnalysis/blob/master/PyCitySchools_starter.ipynb,School analysis.
Education & Research,School,PyCity 2,https://github.com/1davegalloway/SchoolDistrictAnalysis,School budget vs school results.
Education & Research,School,Budget NLP,https://github.com/jinsonfernandez/NLP_School-Budget-Project,NLP classification for budget resources.
Education & Research,School,Budget NLP 2,https://github.com/DivyaMadhu/School-Budget-Prediction,Further classification exercise.
Education & Research,School,Budget NLP 3,https://github.com/sushant2811/SchoolBudgetData/blob/master/SchoolBudgetData.ipynb,Budget classification.
Education & Research,School,Survey Analysis,https://github.com/kaumaron/Data_Science/tree/master/Education,Education survey analysis.
Emergency & Relief,Preventative and Reactive,Emergency Mapping,https://github.com/aeronetlab/emergency-mapping,Detection of destroyed houses in California
Emergency & Relief,Preventative and Reactive,Emergency Room,https://github.com/roshetty/Supporting-Emergency-Room-Decision-Making-with-Relevant-Scientific-Literature,Supporting emergency room decision making
Emergency & Relief,Preventative and Reactive,Emergency Readmission,https://github.com/mesgarpour/T-CARER,Adjusted Risk of Emergency Readmission
Emergency & Relief,Preventative and Reactive,Forest Fire,https://github.com/LeadingIndiaAI/Forest-Fire-Detection-through-UAV-imagery-using-CNNs,Forest fire detection through UAV imagery using CNNs
Emergency & Relief,Preventative and Reactive,Emergency Response,https://github.com/sky-t/hack-or-emergency-response,Emergency response analysis.
Emergency & Relief,Preventative and Reactive,Emergency Transportation,https://github.com/bayesimpact/bayeshack-transportation-ems,Transportation prompt on emergency services
Emergency & Relief,Preventative and Reactive,Emergency Dispatch,https://github.com/jamesypeng/Smarter-Emergency-Dispatch,"Reducing response times with predictive modeling, optimization, and automation"
Emergency & Relief,Preventative and Reactive,Emergency Calls,https://github.com/analystiu/LICT-Project-Emergency-911-Calls,Emergency calls analysis project.
Emergency & Relief,Preventative and Reactive,Calls Data Analysis,https://github.com/tanoybhattacharya/911-Data-Analysis,911 data analysis.
Emergency & Relief,Preventative and Reactive,Emergency Response,https://github.com/amunategui/Leak-At-Chemical-Factory-RL,Chemical factory RL.
Emergency & Relief,Crime,Crime Classification,https://github.com/datadesk/lapd-crime-classification-analysis,Times analysis of serious assaults misclassified by LAPD.
Emergency & Relief,Crime,Article Tagging,https://github.com/chicago-justice-project/article-tagging,Natural Language Processing of Chicago news article
Emergency & Relief,Crime,Crime Analysis,https://github.com/chrisPiemonte/crime-analysis,Association Rule Mining from Spatial Data for Crime Analysis
Emergency & Relief,Crime,Chicago Crimes,https://github.com/RandomFractals/ChicagoCrimes,Exploring public Chicago crimes data set in Python
Emergency & Relief,Crime,Graph Analytics,https://github.com/pedrohserrano/graph-analytics-nederlands,The Hague Crimes.
Emergency & Relief,Crime,Crime Prediction,https://github.com/vikram-bhati/PAASBAAN-crime-prediction,"Crime classification, analysis & prediction in Indore city."
Emergency & Relief,Crime,Crime Prediction,https://github.com/tina31726/Crime-Prediction,Developed predictive models for crime rate.
Emergency & Relief,Crime,Crime Review,https://github.com/felzek/Crime-Review-Data-Analysis,Crime review data analysis.
Emergency & Relief,Crime,Crime Trends,https://github.com/benjaminsingleton/crime-trends,The Crime Trends Analysis Tool analyses crime trends and surfaces problematic crime conditions
Emergency & Relief,Crime,Crime Analytics,https://github.com/cmenguy/crime-analytics,Analysis of crime data in Seattle and San Francisco.
Emergency & Relief,Ambulance:,Ambulance Analysis,https://github.com/kaiareyes/ambulance,An investigation of Local Government Area ambulance time variation in Victoria.
Emergency & Relief,Ambulance:,Site Location,https://github.com/ankitkariryaa/ambulanceSiteLocation,Ambulance site locations.
Emergency & Relief,Ambulance:,Dispatching,https://github.com/DimaStoyanov/Ambulance-Dispatching,Applying game theory and discrete event simulation to find optimal solution for ambulance dispatching
Emergency & Relief,Ambulance:,Ambulance Allocation,https://github.com/scngo/SD-ambulance-allocation,Time series analysis of ambulance dispatches in the City of San Diego.
Emergency & Relief,Ambulance:,Response Time,https://github.com/nonsignificantp/ambulance-response-time,An analysis on the improvements of ambulance response time.
Emergency & Relief,Ambulance:,Optimal Routing,https://github.com/aditink/EMSRouting,Project to find optimal routing of ambulances in Ithaca.
Emergency & Relief,Ambulance:,Crash Analysis,,Predicting the probability of accidents on a given segment on a given time.
Emergency & Relief,Disaster Management,Conflict Prediction,https://github.com/Polichinel/Master_Thesis,Notebooks on conflict prediction.
Emergency & Relief,Disaster Management,Burglary Prediction,https://github.com/Polichinel/Master_Thesis,Spatio-Temporal Modelling for burglary prediction.
Emergency & Relief,Disaster Management,Predicting Disease Outbreak,https://github.com/ab-bh/Disease-Outbreak-Prediction/blob/master/Disease%20Outbreak%20Prediction.ipynb,Machine Learning implementation based on multiple classifier algorithm implementations.
Emergency & Relief,Disaster Management,Road accident prediction,https://github.com/leportella/federal-road-accidents,Prediction on type of victims on federal road accidents in Brazil.
Emergency & Relief,Disaster Management,Text Mining,https://github.com/rajaswa/Disaster-Management-,Disaster Management using Text mining.
Emergency & Relief,Disaster Management,Twitter and disasters,https://github.com/paultopia/concrete_NLP_tutorial/blob/master/NLP_notebook.ipynb,Try to correctly predict whether tweets that are about disasters
Emergency & Relief,Disaster Management,Flood Risk,https://github.com/arijitsaha/FloodRisk,Impact of catastrophic flood events.
Emergency & Relief,Disaster Management,Fire Prediction,https://github.com/Senkichi/The_Catastrophe_Coefficient,We used 4 different algorithms to predict the likelihood of future fires.
Finance,Trading & Investment,financial-machine-learning,https://github.com/firmai/financial-machine-learning,
Finance,Trading & Investment,Deep Portfolio,https://github.com/DLColumbia/DL_forFinance,Deep learning for finance Predict volume of bonds.
Finance,Trading & Investment,AI Trading,https://github.com/borisbanushev/stockpredictionai/blob/master/readme2.md,Modern AI trading techniques.
Finance,Trading & Investment,Corporate Bonds,https://github.com/ishank011/gs-quantify-bond-prediction,Predicting the buying and selling volume of the corporate bonds.
Finance,Trading & Investment,Simulation,https://github.com/chenbowen184/Computational_Finance,Investigating simulations as part of computational finance.
Finance,Trading & Investment,Industry Clustering,https://github.com/SeanMcOwen/FinanceAndPython.com-ClusteringIndustries,Project to cluster industries according to financial attributes.
Finance,Trading & Investment,Financial Modeling,https://github.com/MiyainNYC/Financial-Modeling/tree/master/codes,HFT trading and implied volatility modeling.
Finance,Trading & Investment,Trend Following,http://inseaddataanalytics.github.io/INSEADAnalytics/ExerciseSet2.html,A futures trend following portfolio investment strategy.
Finance,Trading & Investment,Financial Statement Sentiment,https://github.com/MAydogdu/TextualAnalysis,Extracting sentiment from financial statements using neural networks.
Finance,Trading & Investment,Applied Corporate Finance,https://github.com/chen-bowen/Data_Science_in_Applied_Corporate_Finance,Studies the empirical behaviors in stock market.
Finance,Trading & Investment,Market Crash Prediction,https://github.com/sarachmax/MarketCrashes_Prediction/blob/master/LPPL_Comparasion.ipynb,redicting market crashes using an LPPL model.
Finance,Trading & Investment,NLP Finance Papers,https://github.com/chen-bowen/Research_Documents_Curation_with_NLP,Curating quantitative finance papers using machine learning.
Finance,Trading & Investment,ARIMA-LTSM Hybrid,https://github.com/imhgchoi/Corr_Prediction_ARIMA_LSTM_Hybrid,Hybrid model to predict future price correlation coefficients of two assets
Finance,Trading & Investment,Basic Investments,https://github.com/SeanMcOwen/FinanceAndPython.com-Investments,Basic investment tools in python.
Finance,Trading & Investment,Basic Derivatives,https://github.com/SeanMcOwen/FinanceAndPython.com-Derivatives,Basic forward contracts and hedging.
Finance,Trading & Investment,Basic Finance,https://github.com/SeanMcOwen/FinanceAndPython.com-BasicFinance,Source code notebooks basic finance applications.
Finance,Trading & Investment,Advanced Pricing ML,https://github.com/jjakimoto/finance_ml,Additional implementation of Advances in Financial Machine Learning (Book)
Finance,Trading & Investment,Options and Regression,https://github.com/aluo417/Financial-Engineering-Projects,Financial engineering project for option pricing techniques.
Finance,Trading & Investment,Quant Notebooks,https://github.com/LongOnly/Quantitative-Notebooks,"Educational notebooks on quant finance, algorithmic trading and investment strategy."
Finance,Trading & Investment,Forecasting Challenge,https://github.com/bukosabino/financial-forecasting-challenge-gresearch,Financial forecasting challenge by G-Research (Hedge Fund)
Finance,Trading & Investment,Xgboost,,A trading algorithm using XgBoost
Finance,Trading & Investment,Research Paper Trading,https://github.com/rawillis98/alpaca,A strategy implementation based on a paper using Alpaca Markets.
Finance,Trading & Investment,Various,https://github.com/arcadynovosyolov/finance,"Options, Allocation, Simulation"
Finance,Trading & Investment,ML & RL NYU,https://github.com/joelowj/Machine-Learning-and-Reinforcement-Learning-in-Finance,Machine Learning and Reinforcement Learning in Finance.
Finance,Data,Datastream,https://github.com/mbravidor/PyDSout,Datastrem from Thomson Reuters accessible through Python.
Finance,Data,AlphaVantage,http://twopirllc/,API wrapper to simplify the process of acquiring free financial data.
Finance,Data,FSA,https://github.com/duncangh/FSA,A project to transfer SEC Edgar Filings’ financial data to custom financial statement analysis models.
Finance,Data,TradeConnector,https://github.com/tradeasystems/tradeasystems_connector,A layer to connect with market data providers.
Finance,Data,Employee Count SEC Filings,https://github.com/healthgradient/sec_employee_information_extraction,
Finance,Data,SEC Parsing,https://github.com/healthgradient/sec-doc-info-extraction/blob/master/classify_sections_containing_relevant_information.ipynb,
Finance,Data,Open Edgar,https://github.com/LexPredict/openedgar,
Finance,Data,Rating Industries,http://www.ratingshistory.info/,
Healthcare,General,zEpid,https://github.com/pzivich/zEpid,Epidemiology analysis package.
Healthcare,General,Python For Epidemiologists,https://github.com/pzivich/Python-for-Epidemiologists,Tutorial to introduce epidemiology analysis in Python.
Healthcare,General,Prescription Compliance,https://github.com/rjhere/Prescription-compliance-prediction,An analysis of prescription and medical compliance
Healthcare,General,Respiratory Disease,https://github.com/alistairwallace97/olympian-biotech,Tracking respiratory diseases in Olympic athletes
Healthcare,General,Bubonic Plague,https://github.com/callysto/curriculum-notebooks/blob/master/Humanities/BubonicPlague/bubonic-plague-and-SIR-model.ipynb,Bubonic plague and SIR model.
"Justice, Law and Regulations",Tools,LexPredict,https://github.com/LexPredict/lexpredict-contraxsuite,Software package and library.
"Justice, Law and Regulations",Tools,AI Para-legal,https://github.com/davidawad/lobe,Lobe is the world's first AI paralegal.
"Justice, Law and Regulations",Tools,Legal Entity Detection,https://github.com/hockeyjudson/Legal-Entity-Detection/blob/master/Dataset_conv.ipynb,NER For Legal Documents.
"Justice, Law and Regulations",Tools,Legal Case Summarisation,https://github.com/Law-AI/summarization,Implementation of different summarisation algorithms applied to legal case judgements.
"Justice, Law and Regulations",Tools,Legal Documents Google Scholar,https://github.com/GirrajMaheshwari/Web-scrapping-/blob/master/Google_scholar%2BExtract%2Bcase%2Bdocument.ipynb,Using Google scholar to extract cases programatically.
"Justice, Law and Regulations",Tools,Chat Bot,https://github.com/akarazeev/LegalTech,Chat-bot and email notifications.
"Justice, Law and Regulations",Tools,Congress API,https://github.com/propublica/congress-api-docs,ProPublica congress API access.
"Justice, Law and Regulations",Tools,Data Generator GDPR,https://github.com/toningega/Data_Generator,Dummy data generator for GDPR compliance
"Justice, Law and Regulations",Tools,Legal Text Classification,https://github.com/brightmart/ai_law,Baseline models for long text classificaiton( text categorization)
"Justice, Law and Regulations",Policy and Regulatory,Hate Speech and Offense,https://github.com/t-davidson/hate-speech-and-offensive-language,"Repository for the paper ""Automated Hate Speech Detection and the Problem of Offensive Language"""
"Justice, Law and Regulations",Policy and Regulatory,GDPR scores,https://github.com/erickjtorres/AI_LegalDoc_Hackathon,Predicting GDPR Scores for Legal Documents.
"Justice, Law and Regulations",Policy and Regulatory,Driving Factors FINRA,https://github.com/siddhantmaharana/text-analysis-on-FINRA-docs,Identify the driving factors that influence the FINRA arbitration decisions.
"Justice, Law and Regulations",Policy and Regulatory,Securities Bias Correction,https://github.com/davidsontheath/bias_corrected_estimators/blob/master/bias_corrected_estimators.ipynb,Bias-Corrected Estimation of Price Impact in Securities Litigation.
"Justice, Law and Regulations",Policy and Regulatory,Public Firm to Legal Decision,https://github.com/anshu3769/FirmEmbeddings,Embed public firms based on their reaction to legal decisions.
"Justice, Law and Regulations",Policy and Regulatory,Night Life Regulation,https://github.com/Kevin-McIsaac/Nightlife,Australian nightlife and its regulation and policing
"Justice, Law and Regulations",Policy and Regulatory,Comments,https://github.com/ProximaDas/nlp-govt-regulations,Public comments on government regulations.
"Justice, Law and Regulations",Policy and Regulatory,Clustering,https://github.com/philxchen/Clustering-Canadian-regulations,Clustering Canadian regulations.
"Justice, Law and Regulations",Policy and Regulatory,Environment,https://github.com/ds-modules/EEP-147,Regulation of Energy and the Environment
"Justice, Law and Regulations",Policy and Regulatory,Risk,https://github.com/vsub21/systemic-risk-dashboard,Systematic risk of various financial regulations.
"Justice, Law and Regulations",Policy and Regulatory,FINRA Compliance,https://github.com/raymond180/FINRA_TRACE,Topic modelling on compliance.
"Justice, Law and Regulations",Judicial Applied,Supreme Court Prediction,https://github.com/davidmasse/US-supreme-court-prediction,Predicting the ideological direction of Supreme Court decisions: ensemble vs. unified case-based model.
"Justice, Law and Regulations",Judicial Applied,Supreme Court Topic Modeling,https://github.com/AccelAI/AI-Law-Minicourse/tree/master/Supreme_Court_Topic_Modeling,Multiple steps necessary to implement topic modeling on supreme court decisions.
"Justice, Law and Regulations",Judicial Applied,Judge Opinion,https://github.com/GirrajMaheshwari/Legal-Analytics-project---Court-misclassification,Using text mining and machine learning to analyze judges’ opinions for a particular concern.
"Justice, Law and Regulations",Judicial Applied,ML Law Matching,https://github.com/whs2k/GPO-AI,A machine learning law match maker.
"Justice, Law and Regulations",Judicial Applied,Bert Multi-label Classification,https://github.com/brightmart/sentiment_analysis_fine_grain,Fine Grained Sentiment Analysis from AI.
"Justice, Law and Regulations",Judicial Applied,Some Computational AI Course,https://www.youtube.com/channel/UC5UHm2J9pbEZmWl97z_0hZw,Video series Law MIT.
Manufacturing,General,Green Manufacturing,https://github.com/Danila89/kaggle_mercedes,Mercedes-Benz Greener Manufacturing competition on Kaggle.
Manufacturing,General,Semiconductor Manufacturing,https://github.com/Meena-Mani/SECOM_class_imbalance,Semicondutor manufacturing process line data analysis.
Manufacturing,General,Smart Manufacturing,https://github.com/usnistgov/modelmeth,Shared work of a modelling Methodology.
Manufacturing,General,Bosch Manufacturing,https://github.com/han-yan-ds/Kaggle-Bosch,"Bosch manufacturing project, Kaggle."
Manufacturing,Maintenance,Predictive Maintenance 1,https://github.com/Azure/lstms_for_predictive_maintenance,redict remaining useful life of aircraft engines
Manufacturing,Maintenance,Predictive Maintenance 2,https://github.com/Samimust/predictive-maintenance,Time-To-Failure (TTF) or Remaining Useful Life (RUL)
Manufacturing,Maintenance,Manufacturing Maintenance,https://github.com/m-hoff/maintsim,Simulation of maintenance in manufacturing systems.
Manufacturing,Maintenance,Maintenance Prediction,https://github.com/LaranIkal/ProductAnomaliesDetection,Maitenance Prediction For Manufacturing Stations.
Manufacturing,Failure,Predictive Analytics,https://github.com/IBM/iot-predictive-analytics,Method for Predicting failures in Equipment using Sensor data.
Manufacturing,Failure,Detecting Defects,https://github.com/sharmaroshan/SECOM-Detecting-Defected-Items,Detecting Defects
Manufacturing,Failure,Defect Detection,https://github.com/jorgehas/smart-defect-inspection,Smart defect detection for pill manufacturing.
Manufacturing,Failure,Manufacturing Failures,https://github.com/aayushmudgal/Reducing-Manufacturing-Failures,Reducing manufacturing failures.
Manufacturing,Failure,Manufacturing Anomalies,https://github.com/mohan-mj/Manufacturing-Line-I4.0,Intelligent anomaly detection for manufacturing line.
Manufacturing,Quality,Quality Control,https://github.com/buzz11/productionFailures,Bosh failure of quality control.
Manufacturing,Quality,Manufacturing Quality,https://github.com/limberc/tianchi-IMQF,Intelligent Manufacturing Quality Forecast
Manufacturing,Quality,Auto Manufacturing,https://github.com/trentwoodbury/ManufacturingAuctionRegression,Regression Case Study Project on Manufacturing Auction Sale Data.
Media & Publishing,Marketing,Video Popularity,https://github.com/andrei-rizoiu/hip-popularity,HIP model for predicting the popularity of videos.
Media & Publishing,Marketing,YouTube transcriber,https://github.com/hathix/youtube-transcriber,Automatically transcribe YouTube videos.
Media & Publishing,Marketing,Marketing Analytics,https://github.com/byukan/Marketing-Data-Science,Marketing analytics case studies.
Media & Publishing,Marketing,Algorithmic Marketing,https://github.com/ikatsov/algorithmic-examples,Models from Introduction to Algorithmic Marketing book
Media & Publishing,Marketing,Marketing Scripts,https://github.com/HowardNTUST/Marketing-Data-Science-Application,Marketing data science applications.
Media & Publishing,Marketing,Social Mining,https://github.com/mikhailklassen/Mining-the-Social-Web-3rd-Edition/tree/master/notebooks,Mining the social web.
Miscellaneous,Art,Painting Forensics,https://github.com/ivan-bilan/Painting_Forensics,Analysing paintings to find out their year of creation.
Miscellaneous,Tourism,Flickr,https://github.com/xiaofei6677/TourismFlickrMiner,Metadata mining tool for tourism research.
Miscellaneous,Tourism,Fashion,https://github.com/khanhnamle1994/fashion-recommendation,A clothing retrieval and visual recommendation model for fashion images
Miscellaneous,Entertainment,Concert Tickets,https://github.com/yiaktan/Secondhand_Concert_Tickets,Second hand concert tickets
Miscellaneous,Betting,Equine Trading,https://github.com/jerryxyx/EquineTrading,Initial analysis investigating horse betting
Physics,General,Gamma-hadron Reconstruction,https://github.com/fvisconti/gammas_machine_learning,Tools used in Gamma-ray ground based astronomy.
Physics,General,Curriculum,https://github.com/callysto/curriculum-notebooks/tree/master/Physics,Newtonian notebooks.
Physics,General,Interaction Networks,https://github.com/higgsfield/interaction_network_pytorch,"Interaction Networks for Learning about Objects, Relations and Physics."
Physics,General,Particle Physics,https://github.com/hep-lbdl/adversarial-jets,"Training, generation, and analysis code for learning Particle Physics"
Physics,General,Computational Physics,https://github.com/ernestyalumni/CompPhys,A computational physics repository.
Physics,General,Medical Physics,https://github.com/robmarkcole/Useful-python-for-medical-physics,Useful python for medical physics.
Physics,General,Medical Physics 2,https://github.com/pymedphys/pymedphys,"A common, core Python package for Medical Physics"
Physics,General,Flow Physics,https://github.com/FPAL-Stanford-University/FloATPy,Flow Physics and Aeroacoustics Toolbox with Python
Physics,Machine Learning,Physics ML and Stats,https://github.com/dkirkby/MachineLearningStatistics,Machine learning and statistics for physicists
Physics,Machine Learning,High Energy,https://github.com/arogozhnikov/hep_ml,Machine Learning for High Energy Physics.
Physics,Machine Learning,High Energy GAN,https://github.com/hep-lbdl/CaloGAN,Generative Adversarial Networks for High Energy Physics.
Physics,Machine Learning,Neural Networks,https://github.com/GiggleLiu/marburg,Physics meets neural networks
Government and Public Works,Social Policies,Triage,https://github.com/dssg/triage,General Purpose Risk Modeling and Prediction Toolkit for Policy and Social Good Problems.
Government and Public Works,Social Policies,World Bank Poverty I,https://github.com/worldbank/ML-classification-algorithms-poverty/tree/master/notebooks,A comparative assessment of machine learning classification algorithms applied to poverty prediction.
Government and Public Works,Social Policies,World Bank Poverty II,https://github.com/avsolatorio/world-bank-pover-t-tests-solution,Repository for the World Bank Pover-t Test Competition Solution Overseas Company Land Ownership .
Government and Public Works,Social Policies,Overseas Company Land Ownership,https://github.com/Global-Witness/overseas-companies-land-ownership/blob/master/overseas_companies_land_ownership_analysis.ipynb,Identifying foreign ownership in the UK.
Government and Public Works,Social Policies,CFPB,https://github.com/MAydogdu/ConsumerFinancialProtectionBureau/blob/master/CFPB_Complaints_2017September.ipynb,Consumer Finances Protection Bureau complaints analysis.
Government and Public Works,Social Policies,Cannabis Legalisation Effect,https://github.com/tslindner/Effects-of-Cannabis-Legalization,Effects of cannabis legalization on crime.
Government and Public Works,Social Policies,Public Credit Card,https://github.com/dmodjeska/barnet_transactions/blob/master/Barnet_Transactions_Analysis.ipynb,Identification of potential fraud for council credit cards. Data
Government and Public Works,Social Policies,Recidivism Prediction,https://github.com/shayanray/GlassBox/tree/master/mlPredictor,Transparency and audibility to recidivism risk assessment
Government and Public Works,Social Policies,Household Poverty,https://github.com/Featuretools/predict-household-poverty,Predict poverty in households in Costa Rica.
Government and Public Works,Social Policies,NLP Public Policy,https://github.com/ancilcrayton/nlp_public_policy,An example of an NLP use-case in public policy.
Government and Public Works,Social Policies,World Food Production,https://github.com/sharmaroshan/World-Food-Production,Comparing Top food and feed Producers around the globe.
Government and Public Works,Social Policies,Tax Inequality,https://github.com/DataScienceForGood/TaxationInequality,Data project around taxation and inequality in Basel Stadt.
Government and Public Works,Social Policies,Sheriff Compliance,https://github.com/austinbrian/sheriffs,Compliance to ICE requests.
Government and Public Works,Social Policies,Apps Detection,https://github.com/MengchuanFu/Suspecious-Apps-Detection,Suspicious app detection for kids.
Government and Public Works,Social Policies,Social Assistance,https://github.com/farkhondehm/Social-Assistance,Trending information on social assistance
Government and Public Works,Social Policies,Computational Social Science,https://github.com/abjer/sds/tree/master/material,Social data science summer school course.
Government and Public Works,Social Policies,Liquor and Crime,https://github.com/bhaveshgoyal/safeLiquor,Effect of liquor licenses issued on the crime rate.
Government and Public Works,Social Policies,Animal Placement Kennels,https://github.com/austinpetsalive/distemper-outbreak,Optimising animal placement in shelters.
Government and Public Works,Social Policies,Staffing Wall,https://github.com/ryanschaub/The-U.S.-Mexican-Border-Wall-and-Staffing-A-Statistical-Approach-,Independent exploration project on U.S. Mexican Border wall
Government and Public Works,Social Policies,Worker Fatalities,https://github.com/zischwartz/workerfatalities,Worker Fatalities and Catastrophes Map from OSHA data
Government and Public Works,Social Policies,Parking Tickets,https://github.com/fpli-mbr/LA-Parking-Tickets,"Basic analysis of, the LA city parking citation database."
Government and Public Works,Social Policies,City Dashboard,https://github.com/DistrictDataLabs/city-dash,City Intelligence Dashboard Project
Government and Public Works,Charities,Census Data API,https://github.com/johnfwhitesell/CensusPull/blob/master/Census_ACS5_Pull.ipynb,Pull variables from the 5-year American Community Survey.
Government and Public Works,Charities,Philantropic Giving,https://github.com/datakind/datadive-gates92y-proj3-form990,Work done by numerous DataKind volunteers on harnessing Form 990 data
Government and Public Works,Charities,Charity Recommender,https://github.com/Chris-Manna/charity_recommender,NYC Charity Collaborative Recommender System on an Implicit DataSet.
Government and Public Works,Charities,Donor Identification,,A machine learning project in which we need to find donors for charity.
Government and Public Works,Charities,US Charities,https://github.com/staceb/charities_in_the_united_states,Charity exploration and machine learning.
Government and Public Works,Charities,Charity Effectiveness,https://github.com/LauraChen/02-Metis-Web-Scraping,Scraping online data about charities to understand effectiveness
Government and Public Works,Election Analysis,Election Analysis,,Election Analysis and Prediction Models
Government and Public Works,Election Analysis,American Election Causal,https://github.com/Akesari12/LS123_Data_Prediction_Law_Spring-2019/blob/master/labs/OLS%20for%20Causal%20Inference/OLS_Causal_Inference_solution.ipynb,Using ANES data with causal inference models.
Government and Public Works,Election Analysis,Campaign Finance and Election Results,https://github.com/sfbrigade/datasci-campaign-finance/blob/master/notebooks/ML%20Campaign%20Finance%20and%20Election%20Results%20Example.ipynb,Investigating the relation between campaign finance and subsequent election results.
Government and Public Works,Election Analysis,Voting System,https://github.com/nealmcb/pr_voting_methods,Proportional representation voting methods.
Government and Public Works,Election Analysis,President Vote,https://github.com/austinbrian/portfolio/blob/master/tax_votes/president_counties.ipynb,Vote by income level analysis.
Government and Public Works,Politics,Congressional politics,https://github.com/kaumaron/Data_Science/tree/master/Congressional_Partisanship,House and senate congressional partisanship.
Government and Public Works,Politics,Politico,https://github.com/okfn-brasil/perfil-politico,A platform for profiling public figures in Brazilian politics.
Government and Public Works,Politics,Bots,https://github.com/ParticipaPY/politic-bots,Tools and algorithms to analyze Paraguayan Tweets in times of election
Government and Public Works,Politics,Gerrymander tests,https://github.com/PrincetonUniversity/gerrymandertests,Lots of metrics for quantifying gerrymandering.
Government and Public Works,Politics,Sentiment,https://github.com/JulianMar11/SentimentPoliticalCompass,Analyse newspapers with respect to their political conviction using entity sentiments of party representatives.
Government and Public Works,Politics,DL Politics,https://github.com/muntisa/Deep-Politics,Prediction of Spanish Political Affinity with Deep Neural Nets: Socialist vs People's Party
Government and Public Works,Politics,PAC Money,https://github.com/edmundooo/more-money-more-problems,Effects of PAC money on US politics.
Government and Public Works,Politics,Power Networks,https://github.com/abhiagar90/power_networks,Constructing a watchdog for Indian corporate and political networks
Government and Public Works,Politics,Elite,https://github.com/philippschmalen/Project_tsds,Political elite in the US.
Government and Public Works,Politics,Debate Analysis,https://github.com/kkirchhoff01/DebateAnalysis,Program to analyze political debates.
Government and Public Works,Politics,Political Affiliation,https://github.com/davidjwiner/political_affiliation_prediction,Political affiliation prediction using twitter metadata.
Government and Public Works,Politics,Political Ads,https://github.com/philiplbean/facebook_political_ads,Investigation into Facebook Political Ads and Targeting
Government and Public Works,Politics,Political Identity,https://github.com/pgromano/Political-Identity-Analysis,Multi-axial political model.
Government and Public Works,Politics,YT Politics,https://github.com/kmunger/YT_descriptive,Mapping Politics on YouTube
Government and Public Works,Politics,Political Ideology,https://github.com/albertwebson/Political-Vector-Projector,Unsupervised learning of political ideology by word vector projections
"Real Estate, Rental & Leasing",Real Estate,Finding Donuts,https://github.com/GretelDePaepe/FindingDonuts,Finding real estate opportunities by predicting transforming neighbourhoods.
"Real Estate, Rental & Leasing",Real Estate,Neighbourhood,https://github.com/denadai2/real-estate-neighborhood-prediction,Predicting real estate prices from the urban environment.
"Real Estate, Rental & Leasing",Real Estate,Real Estate Classification,https://github.com/Sardhendu/PropertyClassification,"Classifying the type of property given Real Estate, satellite and Street view Images"
"Real Estate, Rental & Leasing",Real Estate,Recommender,https://github.com/hyattsaleh15/RealStateRecommender,This tools aims to recommend a user the top 5 real estate properties that matches their search.
"Real Estate, Rental & Leasing",Real Estate,House Price,https://github.com/Shreyas3108/house-price-prediction,Predicting house prices using Linear Regression and GBR
"Real Estate, Rental & Leasing",Real Estate,House Price Portland,https://github.com/girishkuniyal/Predict-housing-prices-in-Portland,Predict housing prices in Portland.
