Row,Industry,Type,Name,Link,Description,Duplicate,Base_URL
140,Biotechnological & Life Sciences,Genomics,Plant Genomics,https://github.com/widdowquinn/Teaching-EMBL-Plant-Path-Genomics,Presentation and example material for Plant and Pathogen Genomics,False,https://github.com/widdowquinn/Teaching-EMBL-Plant-Path-Genomics
141,Biotechnological & Life Sciences,Life-sciences,Plants Disease,https://github.com/viritaromero/Plant-diseases-classifier,App that detects diseases in plants using a deep learning model.,False,https://github.com/viritaromero/Plant-diseases-classifier
142,Biotechnological & Life Sciences,Life-sciences,Leaf Identification,https://github.com/AayushG159/Plant-Leaf-Identification,"Identification of plants through plant leaves on the basis of their shape, color and texture.",False,https://github.com/AayushG159/Plant-Leaf-Identification
143,Biotechnological & Life Sciences,Life-sciences,Crop Analysis,https://github.com/openalea/eartrack,An imaging library to detect and track future position of ears on maize plants,False,https://github.com/openalea/eartrack
144,Biotechnological & Life Sciences,Life-sciences,Seedlings,https://github.com/mfsatya/PlantSeedlings-Classification,Plant Seedlings Classification from kaggle competition,False,https://github.com/mfsatya/PlantSeedlings-Classification
145,Biotechnological & Life Sciences,Life-sciences,Animal Hierarchy,https://github.com/sacul-git/hierarpy,Package for calculating animal dominance hierarchies.,False,https://github.com/sacul-git/hierarpy
146,Biotechnological & Life Sciences,Life-sciences,Animal Identification,https://github.com/A7med01/Deep-learning-for-Animal-Identification,Deep learning for animal identification.,False,https://github.com/A7med01/Deep-learning-for-Animal-Identification
147,Biotechnological & Life Sciences,Life-sciences,Species,https://github.com/NomaanAhmed/BigData_AnimalSpeciesAnalysis,Big Data analysis of different species of animals,False,https://github.com/NomaanAhmed/BigData_AnimalSpeciesAnalysis
148,Biotechnological & Life Sciences,Life-sciences,Animal Vocalisations,https://github.com/timsainb/AVGN,A generative network for animal vocalizations,False,https://github.com/timsainb/AVGN
149,Biotechnological & Life Sciences,Life-sciences,Evolutionary,https://github.com/hardmaru/estool,Evolution Strategies Tool,False,https://github.com/hardmaru/estool
150,Biotechnological & Life Sciences,Life-sciences,Glaciers,https://github.com/OGGM/oggm-edu,Educational material about glaciers.,False,https://github.com/OGGM/oggm-edu
151,Construction & Engineering,Construction,DL Architecture,https://github.com/carolineh101/deep-learning-architecture,Deep learning classifier and image generator for building architecture.,False,https://github.com/carolineh101/deep-learning-architecture
152,Construction & Engineering,Construction,Construction Materials,https://github.com/damontallen/Construction-materials,A course on construction materials.,False,https://github.com/damontallen/Construction-materials
153,Construction & Engineering,Construction,Bad Actor Risk Model,https://github.com/dariusmehri/Social-Network-Bad-Actor-Risk-Tool,Risk model to improve construction related building safety,False,https://github.com/dariusmehri/Social-Network-Bad-Actor-Risk-Tool
154,Construction & Engineering,Construction,Inspectors,https://github.com/dariusmehri/Geo-Spatial-Risk-Analysis-of-Inspectors,Determine the assigned inspections.,False,https://github.com/dariusmehri/Geo-Spatial-Risk-Analysis-of-Inspectors
155,Construction & Engineering,Construction,Corrupt Social Interactions,https://github.com/dariusmehri/Social-Network-Analysis-to-Expose-Corruption,Uncover potential corrupt social interactions between an industry member and the staff at the DOB,False,https://github.com/dariusmehri/Social-Network-Analysis-to-Expose-Corruption
156,Construction & Engineering,Construction,Risk Construction,https://github.com/dariusmehri/Risk-Screening-Tool-to-Predict-Accidents-at-Construction-Sites,Identify high risk construction.,False,https://github.com/dariusmehri/Risk-Screening-Tool-to-Predict-Accidents-at-Construction-Sites
157,Construction & Engineering,Construction,Facade Risk,https://github.com/dariusmehri/Algorithm-for-Finding-Buildings-with-Facade-Risk,A risk model to predict unsafe facades.,False,https://github.com/dariusmehri/Algorithm-for-Finding-Buildings-with-Facade-Risk
158,Construction & Engineering,Construction,Staff Levels,https://github.com/dariusmehri/Predicting-Staff-Levels-for-Front-line-Workers,Predicting staff levels for front line workers.,False,https://github.com/dariusmehri/Predicting-Staff-Levels-for-Front-line-Workers
159,Construction & Engineering,Construction,Injuries,https://github.com/dariusmehri/Topic-Modeling-and-Analysis-of-Building-Related-Injuries,Building related injuries topic modelling.,False,https://github.com/dariusmehri/Topic-Modeling-and-Analysis-of-Building-Related-Injuries
160,Construction & Engineering,Construction,Building Violations,https://github.com/dariusmehri/Predictive-Analysis-of-Building-Violations,Predictive analysis of building violations.,False,https://github.com/dariusmehri/Predictive-Analysis-of-Building-Violations
161,Construction & Engineering,Construction,Productivity,https://github.com/dariusmehri/Inspection-Productivity-Analysis-and-Visualization-with-Tableau,Productivity analysis and inspection with Tableau.,False,https://github.com/dariusmehri/Inspection-Productivity-Analysis-and-Visualization-with-Tableau
162,Construction & Engineering,Engineering,Structural Analysis,https://github.com/ritchie46/anaStruct,2D Structural Analysis in Python.,False,https://github.com/ritchie46/anaStruct
163,Construction & Engineering,Engineering,Structural Engineering,https://github.com/buddyd16/Structural-Engineering,Structural engineering modules.,False,https://github.com/buddyd16/Structural-Engineering
164,Construction & Engineering,Engineering,Nusa,https://github.com/JorgeDeLosSantos/nusa,Structural analysis using the finite element method.,False,https://github.com/JorgeDeLosSantos/nusa
165,Construction & Engineering,Engineering,StructPy,https://github.com/BrianChevalier/StructPy,Structural Analysis Library for Python based on the direct stiffness method,False,https://github.com/BrianChevalier/StructPy
166,Construction & Engineering,Engineering,Aileron,https://github.com/albiboni/AileronSimulation,Structural analysis of the aileron of a Boeing 737,False,https://github.com/albiboni/AileronSimulation
167,Construction & Engineering,Engineering,Vibration,https://github.com/vibrationtoolbox/vibration_toolbox,Educational vibration programs.,False,https://github.com/vibrationtoolbox/vibration_toolbox
168,Construction & Engineering,Engineering,Civil,https://github.com/ebrahimraeyat/Civil,Collection of civil engineering tools in FreeCAD,False,https://github.com/ebrahimraeyat/Civil
169,Construction & Engineering,Engineering,Gestimator,https://github.com/manuvarkey/Gestimator,Simple civil estimation software,False,https://github.com/manuvarkey/Gestimator
170,Construction & Engineering,Engineering,Fatpack,https://github.com/Gunnstein/fatpack,Functions and classes for fatigue analysis of data series.,False,https://github.com/Gunnstein/fatpack
171,Construction & Engineering,Engineering,Pysteel,https://github.com/yajnab/pySteel,Automated design of different steel structure,False,https://github.com/yajnab/pySteel
172,Construction & Engineering,Engineering,Structural Uncertainty,https://github.com/davidsteinar/structural-uncertainty,Quantifying structural uncertainty with deep learning.,False,https://github.com/davidsteinar/structural-uncertainty
173,Construction & Engineering,Engineering,Pymech,https://github.com/jellespijker/pymech,A Python module for mechanical engineers,False,https://github.com/jellespijker/pymech
174,Construction & Engineering,Engineering,Aerospace Engineering,https://github.com/AlvaroMenduina/Jupyter_Notebooks/tree/master/Introduction_Aerospace_Engineering,Astrodynamics and Statistics,False,https://github.com/AlvaroMenduina/Jupyter_Notebooks/
175,Construction & Engineering,Engineering,Interactive Quantum Chemistry,https://github.com/psi4/psi4numpy,Combining Psi4 and Numpy for education and development.,False,https://github.com/psi4/psi4numpy
176,Construction & Engineering,Engineering,Chemical and Process Engineering,https://github.com/CAChemE/learn,Various resources.,False,https://github.com/CAChemE/learn
177,Construction & Engineering,Engineering,PyTherm,https://github.com/iurisegtovich/PyTherm-applied-thermodynamics,Applied Thermodynamics,False,https://github.com/iurisegtovich/PyTherm-applied-thermodynamics
178,Construction & Engineering,Engineering,Aerogami,https://github.com/kshitizkhanal7/Aerogami,Aerodynamics using planes.,False,https://github.com/kshitizkhanal7/Aerogami
179,Construction & Engineering,Engineering,Electro geophysics,https://github.com/geoscixyz/em-apps,Interactive applications for electromagnetics in geophysics,False,https://github.com/geoscixyz/em-apps
180,Construction & Engineering,Engineering,Graph Signal,https://github.com/mdeff/pygsp_tutorial_graphsip,Graph signal processing tutorial,False,https://github.com/mdeff/pygsp_tutorial_graphsip
181,Construction & Engineering,Engineering,Mechanical Vibrations,https://github.com/DocVaughan/MCHE485---Mechanical-Vibrations,Mechanical Vibrations at the Univsersity of Louisiana.,False,https://github.com/DocVaughan/MCHE485---Mechanical-Vibrations
182,Construction & Engineering,Engineering,Process Dynamics,https://github.com/OpenChemE/CHBE356,Process Dynamics and Control,False,https://github.com/OpenChemE/CHBE356
183,Construction & Engineering,Engineering,Battery Life Cycle,https://github.com/rdbraatz/data-driven-prediction-of-battery-cycle-life-before-capacity-degradation,Data driven prediction of batter life cycle.,False,https://github.com/rdbraatz/data-driven-prediction-of-battery-cycle-life-before-capacity-degradation
184,Construction & Engineering,Engineering,Wind Energy,https://github.com/DTUWindEnergy/Python4WindEnergy,Python for wind energy,False,https://github.com/DTUWindEnergy/Python4WindEnergy
185,Construction & Engineering,Engineering,Energy Use,https://github.com/openeemeter/eemeter/blob/master/scripts/tutorial.ipynb,Standard methods for calculating normalized metered energy consumption,False,https://github.com/openeemeter/eemeter/
186,Construction & Engineering,Engineering,Nuclear Radiation,https://github.com/HitarthiShah/Radiation-Data-Analysis,How people are affected by radiations emitted by nuclear power plants,False,https://github.com/HitarthiShah/Radiation-Data-Analysis
187,Construction & Engineering,Material Science,Python Materials Genomics,https://github.com/materialsproject/pymatgen/,Robust material analysis code used in a well-established project.,False,https://github.com/materialsproject/pymatgen/
188,Construction & Engineering,Material Science,Materials Mining,https://github.com/dchannah/materials_mining,Scripts for simulations and analysis of materials.,False,https://github.com/dchannah/materials_mining
189,Construction & Engineering,Material Science,Emmet,https://github.com/materialsproject/emmet,Build databases of material properties.,False,https://github.com/materialsproject/emmet
190,Construction & Engineering,Material Science,Megnet,https://github.com/materialsvirtuallab/megnet,Graph networks as a ML framework for Molecules and Crystals,False,https://github.com/materialsvirtuallab/megnet
191,Construction & Engineering,Material Science,Atomate,https://github.com/hackingmaterials/atomate,Pre-built workflows for computational material science.,False,https://github.com/hackingmaterials/atomate
192,Construction & Engineering,Material Science,Bylaws Compliance,https://github.com/Mehranov/UnderstandingAndPredictingPropertyMaintenanceFines/blob/master/Assignment4_complete.ipynb,Predicting property fines.,False,https://github.com/Mehranov/UnderstandingAndPredictingPropertyMaintenanceFines/
193,Construction & Engineering,Material Science,Asphalt Binder,https://github.com/sierraporta/asphalt_binder,"Construction materials, free energy and chemical composition of asphalt binder.",False,https://github.com/sierraporta/asphalt_binder
194,Construction & Engineering,Material Science,Steel,https://github.com/hbutsuak95/Quality-Optimization-of-Steel,Optimisation of steel.,False,https://github.com/hbutsuak95/Quality-Optimization-of-Steel
195,Construction & Engineering,Material Science,Awesome Materials Informatics,https://github.com/tilde-lab/awesome-materials-informatics,Curated list of known efforts in materials informatics.,False,https://github.com/tilde-lab/awesome-materials-informatics
196,Economics,General,Trading Economics API,https://github.com/tradingeconomics/tradingeconomics,Information for 196 countries.,False,https://github.com/tradingeconomics/tradingeconomics
197,Economics,General,Development Economics,https://github.com/jhconning/Dev-II/tree/master/notebooks,Development microeconomics are written mostly as interactive jupyter notebooks,False,https://github.com/jhconning/Dev-II/
198,Economics,General,Applied Econ & Fin,https://github.com/lnsongxf/Applied_Computational_Economics_and_Finance/blob/master/Chapter05.ipynb,Applied Computational Economics and Finance,False,https://github.com/lnsongxf/Applied_Computational_Economics_and_Finance/
199,Economics,General,Macroeconomics,https://github.com/jlperla/ECON407_2018,Topics in macroeconomics with notebook examples.,False,https://github.com/jlperla/ECON407_2018
200,Economics,Machine Learning,EconML,https://github.com/microsoft/EconML,Automated Learning and Intelligence for Causation and Economics.,False,https://github.com/microsoft/EconML
201,Economics,Machine Learning,Auctions,https://github.com/saisrivatsan/deep-opt-auctions,Optimal auctions using deep learning.,False,https://github.com/saisrivatsan/deep-opt-auctions
202,Economics,Computational,Quant Econ,https://github.com/jstac/quantecon_nyu_2016,Quantitative economics course by NYU,False,https://github.com/jstac/quantecon_nyu_2016
203,Economics,Computational,Computational,https://github.com/zhentaoshi/econ5170,Computational methods in economics.,False,https://github.com/zhentaoshi/econ5170
204,Economics,Computational,Computational 2,https://github.com/QuantEcon/columbia_mini_course,Small course in computational economics.,False,https://github.com/QuantEcon/columbia_mini_course
205,Economics,Computational,Econometric Theory,https://github.com/jstac/econometrics/tree/master/notebooks,Notebooks of A Primer on Econometric theory.,False,https://github.com/jstac/econometrics/
206,Education & Research,Student,Student Performance,https://github.com/sharmaroshan/Education-Process-Mining,Mining student performance using machine learning.,False,https://github.com/sharmaroshan/Education-Process-Mining
207,Education & Research,Student,Student Performance 2,https://github.com/janzaib-masood/Educational-Data-Mining,Student exam performance.,False,https://github.com/janzaib-masood/Educational-Data-Mining
208,Education & Research,Student,Student Performance 3,https://github.com/RohithYogi/Student-Performance-Prediction,Student achievement in secondary education.,False,https://github.com/RohithYogi/Student-Performance-Prediction
209,Education & Research,Student,Student Performance 4,https://github.com/sharmaroshan/Students-Performance-Analytics,Students Performance Evaluation using Feature Engineering,False,https://github.com/sharmaroshan/Students-Performance-Analytics
210,Education & Research,Student,Student Intervention,https://github.com/eloyekunle/student_intervention/blob/master/student_intervention.ipynb,Building a student intervention system.,False,https://github.com/eloyekunle/student_intervention/
211,Education & Research,Student,Student Enrolment,https://github.com/arrahman17/Learning-Analytics-Project-,Student enrolment and performance analysis.,False,https://github.com/arrahman17/Learning-Analytics-Project-
212,Education & Research,Student,Academic Performance,https://github.com/janzaib-masood/Educational-Data-Mining,Explore the demographic and family features that have an impact a student's academic performance.,True,https://github.com/janzaib-masood/Educational-Data-Mining
213,Education & Research,Student,Grade Analysis,https://github.com/kaumaron/Data_Science/tree/master/Grade_Analysis,Student achievement analysis.,False,https://github.com/kaumaron/Data_Science/
214,Education & Research,School,School Choice,https://github.com/nprapps/school-choice,Data analysis for education's school choice.,False,https://github.com/nprapps/school-choice
215,Education & Research,School,School Budgets and Priorities,https://github.com/tullyvelte/SchoolPerformanceDataAnalysis,Helping the school board and mayor make strategic decisions regarding future school budgets and priorities,False,https://github.com/tullyvelte/SchoolPerformanceDataAnalysis
216,Education & Research,School,School Performance,https://github.com/bradleyrobinson/School-Performance,Data analysis practice using data from data.utah.gov on school performance.,False,https://github.com/bradleyrobinson/School-Performance
217,Education & Research,School,School Performance 2,https://github.com/vtyeh/pandas-challenge,Using pandas to analyze school and student performance within a district,False,https://github.com/vtyeh/pandas-challenge
218,Education & Research,School,School Performance 3,https://github.com/benattix/philly-schools,Philadelphia School Performance,False,https://github.com/benattix/philly-schools
219,Education & Research,School,School Performance 4,https://github.com/adrianakopf/NJPublicSchools,NJ School Performance,False,https://github.com/adrianakopf/NJPublicSchools
220,Education & Research,School,School Closure,https://github.com/whugue/school-closure,Identify schools at risk for closure by performance and other characteristics.,False,https://github.com/whugue/school-closure
221,Education & Research,School,School Budgets,https://github.com/datacamp/course-resources-ml-with-experts-budgets/blob/master/notebooks/1.0-full-model.ipynb,Tools and techniques for school budgeting.,False,https://github.com/datacamp/course-resources-ml-with-experts-budgets/
222,Education & Research,School,School Budgets,https://github.com/nymarya/school-budgets-for-education/tree/master/notebooks,"Same as a above, datacamp.",False,https://github.com/nymarya/school-budgets-for-education/
223,Education & Research,School,PyCity,https://github.com/JonathanREB/Budget_SchoolsAnalysis/blob/master/PyCitySchools_starter.ipynb,School analysis.,False,https://github.com/JonathanREB/Budget_SchoolsAnalysis/
224,Education & Research,School,PyCity 2,https://github.com/1davegalloway/SchoolDistrictAnalysis,School budget vs school results.,False,https://github.com/1davegalloway/SchoolDistrictAnalysis
225,Education & Research,School,Budget NLP,https://github.com/jinsonfernandez/NLP_School-Budget-Project,NLP classification for budget resources.,False,https://github.com/jinsonfernandez/NLP_School-Budget-Project
226,Education & Research,School,Budget NLP 2,https://github.com/DivyaMadhu/School-Budget-Prediction,Further classification exercise.,False,https://github.com/DivyaMadhu/School-Budget-Prediction
227,Education & Research,School,Budget NLP 3,https://github.com/sushant2811/SchoolBudgetData/blob/master/SchoolBudgetData.ipynb,Budget classification.,False,https://github.com/sushant2811/SchoolBudgetData/
228,Education & Research,School,Survey Analysis,https://github.com/kaumaron/Data_Science/tree/master/Education,Education survey analysis.,False,https://github.com/kaumaron/Data_Science/
229,Emergency & Relief,Preventative and Reactive,Emergency Mapping,https://github.com/aeronetlab/emergency-mapping,Detection of destroyed houses in California,False,https://github.com/aeronetlab/emergency-mapping
230,Emergency & Relief,Preventative and Reactive,Emergency Room,https://github.com/roshetty/Supporting-Emergency-Room-Decision-Making-with-Relevant-Scientific-Literature,Supporting emergency room decision making,False,https://github.com/roshetty/Supporting-Emergency-Room-Decision-Making-with-Relevant-Scientific-Literature
231,Emergency & Relief,Preventative and Reactive,Emergency Readmission,https://github.com/mesgarpour/T-CARER,Adjusted Risk of Emergency Readmission,False,https://github.com/mesgarpour/T-CARER
232,Emergency & Relief,Preventative and Reactive,Forest Fire,https://github.com/LeadingIndiaAI/Forest-Fire-Detection-through-UAV-imagery-using-CNNs,Forest fire detection through UAV imagery using CNNs,False,https://github.com/LeadingIndiaAI/Forest-Fire-Detection-through-UAV-imagery-using-CNNs
233,Emergency & Relief,Preventative and Reactive,Emergency Response,https://github.com/sky-t/hack-or-emergency-response,Emergency response analysis.,False,https://github.com/sky-t/hack-or-emergency-response
234,Emergency & Relief,Preventative and Reactive,Emergency Transportation,https://github.com/bayesimpact/bayeshack-transportation-ems,Transportation prompt on emergency services,False,https://github.com/bayesimpact/bayeshack-transportation-ems
235,Emergency & Relief,Preventative and Reactive,Emergency Dispatch,https://github.com/jamesypeng/Smarter-Emergency-Dispatch,"Reducing response times with predictive modeling, optimization, and automation",False,https://github.com/jamesypeng/Smarter-Emergency-Dispatch
236,Emergency & Relief,Preventative and Reactive,Emergency Calls,https://github.com/analystiu/LICT-Project-Emergency-911-Calls,Emergency calls analysis project.,False,https://github.com/analystiu/LICT-Project-Emergency-911-Calls
237,Emergency & Relief,Preventative and Reactive,Calls Data Analysis,https://github.com/tanoybhattacharya/911-Data-Analysis,911 data analysis.,False,https://github.com/tanoybhattacharya/911-Data-Analysis
238,Emergency & Relief,Preventative and Reactive,Emergency Response,https://github.com/amunategui/Leak-At-Chemical-Factory-RL,Chemical factory RL.,False,https://github.com/amunategui/Leak-At-Chemical-Factory-RL
239,Emergency & Relief,Crime,Crime Classification,https://github.com/datadesk/lapd-crime-classification-analysis,Times analysis of serious assaults misclassified by LAPD.,False,https://github.com/datadesk/lapd-crime-classification-analysis
240,Emergency & Relief,Crime,Article Tagging,https://github.com/chicago-justice-project/article-tagging,Natural Language Processing of Chicago news article,False,https://github.com/chicago-justice-project/article-tagging
241,Emergency & Relief,Crime,Crime Analysis,https://github.com/chrisPiemonte/crime-analysis,Association Rule Mining from Spatial Data for Crime Analysis,False,https://github.com/chrisPiemonte/crime-analysis
242,Emergency & Relief,Crime,Chicago Crimes,https://github.com/RandomFractals/ChicagoCrimes,Exploring public Chicago crimes data set in Python,False,https://github.com/RandomFractals/ChicagoCrimes
243,Emergency & Relief,Crime,Graph Analytics,https://github.com/pedrohserrano/graph-analytics-nederlands,The Hague Crimes.,False,https://github.com/pedrohserrano/graph-analytics-nederlands
244,Emergency & Relief,Crime,Crime Prediction,https://github.com/vikram-bhati/PAASBAAN-crime-prediction,"Crime classification, analysis & prediction in Indore city.",False,https://github.com/vikram-bhati/PAASBAAN-crime-prediction
245,Emergency & Relief,Crime,Crime Prediction,https://github.com/tina31726/Crime-Prediction,Developed predictive models for crime rate.,False,https://github.com/tina31726/Crime-Prediction
246,Emergency & Relief,Crime,Crime Review,https://github.com/felzek/Crime-Review-Data-Analysis,Crime review data analysis.,False,https://github.com/felzek/Crime-Review-Data-Analysis
247,Emergency & Relief,Crime,Crime Trends,https://github.com/benjaminsingleton/crime-trends,The Crime Trends Analysis Tool analyses crime trends and surfaces problematic crime conditions,False,https://github.com/benjaminsingleton/crime-trends
248,Emergency & Relief,Crime,Crime Analytics,https://github.com/cmenguy/crime-analytics,Analysis of crime data in Seattle and San Francisco.,False,https://github.com/cmenguy/crime-analytics
249,Emergency & Relief,Ambulance:,Ambulance Analysis,https://github.com/kaiareyes/ambulance,An investigation of Local Government Area ambulance time variation in Victoria.,False,https://github.com/kaiareyes/ambulance
250,Emergency & Relief,Ambulance:,Site Location,https://github.com/ankitkariryaa/ambulanceSiteLocation,Ambulance site locations.,False,https://github.com/ankitkariryaa/ambulanceSiteLocation
251,Emergency & Relief,Ambulance:,Dispatching,https://github.com/DimaStoyanov/Ambulance-Dispatching,Applying game theory and discrete event simulation to find optimal solution for ambulance dispatching,False,https://github.com/DimaStoyanov/Ambulance-Dispatching
252,Emergency & Relief,Ambulance:,Ambulance Allocation,https://github.com/scngo/SD-ambulance-allocation,Time series analysis of ambulance dispatches in the City of San Diego.,False,https://github.com/scngo/SD-ambulance-allocation
253,Emergency & Relief,Ambulance:,Response Time,https://github.com/nonsignificantp/ambulance-response-time,An analysis on the improvements of ambulance response time.,False,https://github.com/nonsignificantp/ambulance-response-time
254,Emergency & Relief,Ambulance:,Optimal Routing,https://github.com/aditink/EMSRouting,Project to find optimal routing of ambulances in Ithaca.,False,https://github.com/aditink/EMSRouting
256,Emergency & Relief,Disaster Management,Conflict Prediction,https://github.com/Polichinel/Master_Thesis,Notebooks on conflict prediction.,False,https://github.com/Polichinel/Master_Thesis
257,Emergency & Relief,Disaster Management,Burglary Prediction,https://github.com/Polichinel/Master_Thesis,Spatio-Temporal Modelling for burglary prediction.,True,https://github.com/Polichinel/Master_Thesis
258,Emergency & Relief,Disaster Management,Predicting Disease Outbreak,https://github.com/ab-bh/Disease-Outbreak-Prediction/blob/master/Disease%20Outbreak%20Prediction.ipynb,Machine Learning implementation based on multiple classifier algorithm implementations.,False,https://github.com/ab-bh/Disease-Outbreak-Prediction/
259,Emergency & Relief,Disaster Management,Road accident prediction,https://github.com/leportella/federal-road-accidents,Prediction on type of victims on federal road accidents in Brazil.,False,https://github.com/leportella/federal-road-accidents
260,Emergency & Relief,Disaster Management,Text Mining,https://github.com/rajaswa/Disaster-Management-,Disaster Management using Text mining.,False,https://github.com/rajaswa/Disaster-Management-
261,Emergency & Relief,Disaster Management,Twitter and disasters,https://github.com/paultopia/concrete_NLP_tutorial/blob/master/NLP_notebook.ipynb,Try to correctly predict whether tweets that are about disasters,False,https://github.com/paultopia/concrete_NLP_tutorial/
262,Emergency & Relief,Disaster Management,Flood Risk,https://github.com/arijitsaha/FloodRisk,Impact of catastrophic flood events.,False,https://github.com/arijitsaha/FloodRisk
263,Emergency & Relief,Disaster Management,Fire Prediction,https://github.com/Senkichi/The_Catastrophe_Coefficient,We used 4 different algorithms to predict the likelihood of future fires.,False,https://github.com/Senkichi/The_Catastrophe_Coefficient
265,Finance,Trading & Investment,Deep Portfolio,https://github.com/DLColumbia/DL_forFinance,Deep learning for finance Predict volume of bonds.,False,https://github.com/DLColumbia/DL_forFinance
266,Finance,Trading & Investment,AI Trading,https://github.com/borisbanushev/stockpredictionai/blob/master/readme2.md,Modern AI trading techniques.,False,https://github.com/borisbanushev/stockpredictionai/
267,Finance,Trading & Investment,Corporate Bonds,https://github.com/ishank011/gs-quantify-bond-prediction,Predicting the buying and selling volume of the corporate bonds.,False,https://github.com/ishank011/gs-quantify-bond-prediction
268,Finance,Trading & Investment,Simulation,https://github.com/chenbowen184/Computational_Finance,Investigating simulations as part of computational finance.,False,https://github.com/chenbowen184/Computational_Finance
269,Finance,Trading & Investment,Industry Clustering,https://github.com/SeanMcOwen/FinanceAndPython.com-ClusteringIndustries,Project to cluster industries according to financial attributes.,False,https://github.com/SeanMcOwen/FinanceAndPython.com-ClusteringIndustries
270,Finance,Trading & Investment,Financial Modeling,https://github.com/MiyainNYC/Financial-Modeling/tree/master/codes,HFT trading and implied volatility modeling.,False,https://github.com/MiyainNYC/Financial-Modeling/
271,Finance,Trading & Investment,Trend Following,http://inseaddataanalytics.github.io/INSEADAnalytics/ExerciseSet2.html,A futures trend following portfolio investment strategy.,False,http://inseaddataanalytics.github.io/INSEADAnalytics/ExerciseSet2.html
272,Finance,Trading & Investment,Financial Statement Sentiment,https://github.com/MAydogdu/TextualAnalysis,Extracting sentiment from financial statements using neural networks.,False,https://github.com/MAydogdu/TextualAnalysis
273,Finance,Trading & Investment,Applied Corporate Finance,https://github.com/chen-bowen/Data_Science_in_Applied_Corporate_Finance,Studies the empirical behaviors in stock market.,False,https://github.com/chen-bowen/Data_Science_in_Applied_Corporate_Finance
274,Finance,Trading & Investment,Market Crash Prediction,https://github.com/sarachmax/MarketCrashes_Prediction/blob/master/LPPL_Comparasion.ipynb,redicting market crashes using an LPPL model.,False,https://github.com/sarachmax/MarketCrashes_Prediction/
275,Finance,Trading & Investment,NLP Finance Papers,https://github.com/chen-bowen/Research_Documents_Curation_with_NLP,Curating quantitative finance papers using machine learning.,False,https://github.com/chen-bowen/Research_Documents_Curation_with_NLP
276,Finance,Trading & Investment,ARIMA-LTSM Hybrid,https://github.com/imhgchoi/Corr_Prediction_ARIMA_LSTM_Hybrid,Hybrid model to predict future price correlation coefficients of two assets,False,https://github.com/imhgchoi/Corr_Prediction_ARIMA_LSTM_Hybrid
277,Finance,Trading & Investment,Basic Investments,https://github.com/SeanMcOwen/FinanceAndPython.com-Investments,Basic investment tools in python.,False,https://github.com/SeanMcOwen/FinanceAndPython.com-Investments
278,Finance,Trading & Investment,Basic Derivatives,https://github.com/SeanMcOwen/FinanceAndPython.com-Derivatives,Basic forward contracts and hedging.,False,https://github.com/SeanMcOwen/FinanceAndPython.com-Derivatives
279,Finance,Trading & Investment,Basic Finance,https://github.com/SeanMcOwen/FinanceAndPython.com-BasicFinance,Source code notebooks basic finance applications.,False,https://github.com/SeanMcOwen/FinanceAndPython.com-BasicFinance
280,Finance,Trading & Investment,Advanced Pricing ML,https://github.com/jjakimoto/finance_ml,Additional implementation of Advances in Financial Machine Learning (Book),False,https://github.com/jjakimoto/finance_ml
281,Finance,Trading & Investment,Options and Regression,https://github.com/aluo417/Financial-Engineering-Projects,Financial engineering project for option pricing techniques.,False,https://github.com/aluo417/Financial-Engineering-Projects
282,Finance,Trading & Investment,Quant Notebooks,https://github.com/LongOnly/Quantitative-Notebooks,"Educational notebooks on quant finance, algorithmic trading and investment strategy.",False,https://github.com/LongOnly/Quantitative-Notebooks
283,Finance,Trading & Investment,Forecasting Challenge,https://github.com/bukosabino/financial-forecasting-challenge-gresearch,Financial forecasting challenge by G-Research (Hedge Fund),False,https://github.com/bukosabino/financial-forecasting-challenge-gresearch
285,Finance,Trading & Investment,Research Paper Trading,https://github.com/rawillis98/alpaca,A strategy implementation based on a paper using Alpaca Markets.,False,https://github.com/rawillis98/alpaca
286,Finance,Trading & Investment,Various,https://github.com/arcadynovosyolov/finance,"Options, Allocation, Simulation",False,https://github.com/arcadynovosyolov/finance
287,Finance,Trading & Investment,ML & RL NYU,https://github.com/joelowj/Machine-Learning-and-Reinforcement-Learning-in-Finance,Machine Learning and Reinforcement Learning in Finance.,False,https://github.com/joelowj/Machine-Learning-and-Reinforcement-Learning-in-Finance
288,Finance,Data,Datastream,https://github.com/mbravidor/PyDSout,Datastrem from Thomson Reuters accessible through Python.,False,https://github.com/mbravidor/PyDSout
289,Finance,Data,AlphaVantage,http://twopirllc/,API wrapper to simplify the process of acquiring free financial data.,False,http://twopirllc/
290,Finance,Data,FSA,https://github.com/duncangh/FSA,A project to transfer SEC Edgar Filings’ financial data to custom financial statement analysis models.,False,https://github.com/duncangh/FSA
291,Finance,Data,TradeConnector,https://github.com/tradeasystems/tradeasystems_connector,A layer to connect with market data providers.,False,https://github.com/tradeasystems/tradeasystems_connector
296,Healthcare,General,zEpid,https://github.com/pzivich/zEpid,Epidemiology analysis package.,False,https://github.com/pzivich/zEpid
297,Healthcare,General,Python For Epidemiologists,https://github.com/pzivich/Python-for-Epidemiologists,Tutorial to introduce epidemiology analysis in Python.,False,https://github.com/pzivich/Python-for-Epidemiologists
298,Healthcare,General,Prescription Compliance,https://github.com/rjhere/Prescription-compliance-prediction,An analysis of prescription and medical compliance,False,https://github.com/rjhere/Prescription-compliance-prediction
